-2.00,4.00,34.00
-8.00,2.00,-4.00
0.00,0.00,16.00
-8.00,22.00,32.00
8.00,2.00,32.00
-14.00,8.00,16.00
-6.00,-10.00,12.00
-16.00,-2.00,16.00
-22.00,20.00,0.00
2.00,-28.00,4.00
48.00,-54.00,-58.00
20.00,-48.00,-12.00
30.00,-26.00,-4.00
2.00,-10.00,6.00
4.00,-20.00,26.00
10.00,0.00,48.00
8.00,0.00,20.00
-10.00,4.00,-10.00
6.00,-10.00,8.00
-14.00,-4.00,-4.00
10.00,10.00,8.00
12.00,16.00,2.00
-20.00,4.00,26.00
48.00,-158.00,178.00
-166.00,288.00,104.00
-10.00,-302.00,78.00
114.00,310.00,-74.00
148.00,744.00,324.00
-2426.00,62.00,472.00
380.00,-852.00,2032.00
470.00,-76.00,1346.00
686.00,1138.00,-3184.00
60.00,1538.00,-6338.00
-2216.00,-3404.00,4091.00
1944.00,-1194.00,4091.00
-1126.00,2444.00,-6202.00
-1168.00,1184.00,-3184.00
-86.00,-2410.00,4091.00
804.00,1742.00,-946.00
-44.00,-1426.00,240.00
-478.00,-1104.00,-1248.00
1330.00,3316.00,-982.00
-748.00,-2920.00,2592.00
-300.00,2440.00,-2762.00
-852.00,-1646.00,1058.00
730.00,-842.00,2714.00
178.00,3014.00,-4254.00
-896.00,-2952.00,2796.00
-712.00,-928.00,842.00
1166.00,4114.00,-5164.00
-450.00,-2512.00,2524.00
312.00,-478.00,914.00
488.00,598.00,-1286.00
410.00,-102.00,-114.00
330.00,350.00,232.00
-280.00,-150.00,-588.00
-110.00,-134.00,818.00
20.00,66.00,396.00
-150.00,234.00,-240.00
100.00,1478.00,364.00
-228.00,272.00,-356.00
22.00,186.00,12.00
-128.00,86.00,48.00
-30.00,94.00,60.00
-72.00,60.00,32.00
-4.00,6.00,4.00
-76.00,92.00,130.00
4.00,16.00,32.00
-16.00,4.00,36.00
-12.00,6.00,12.00
-14.00,30.00,16.00
-2.00,16.00,32.00
-14.00,4.00,12.00
-4.00,36.00,18.00
-4.00,30.00,38.00
-16.00,32.00,26.00
16.00,12.00,24.00
-10.00,18.00,24.00
-20.00,28.00,14.00
-20.00,6.00,20.00
-10.00,40.00,16.00
-12.00,34.00,16.00
-4.00,-2.00,38.00
-24.00,20.00,4.00
-2.00,36.00,22.00
-10.00,24.00,28.00
2.00,6.00,22.00
-10.00,8.00,12.00
-10.00,10.00,14.00
-4.00,18.00,40.00
-14.00,18.00,32.00
-14.00,18.00,-6.00
-2.00,6.00,16.00
-4.00,2.00,20.00
2.00,6.00,12.00
-12.00,28.00,18.00
4.00,34.00,48.00
-10.00,18.00,18.00
-6.00,16.00,20.00
-10.00,24.00,36.00
-4.00,12.00,32.00
0.00,20.00,14.00
0.00,30.00,8.00
-10.00,40.00,18.00
-10.00,14.00,34.00
-36.00,16.00,24.00
0.00,2.00,16.00
-16.00,6.00,-2.00
-32.00,12.00,0.00
-14.00,36.00,24.00
-12.00,22.00,24.00
-4.00,2.00,16.00
2.00,26.00,4.00
-8.00,24.00,12.00
-10.00,14.00,34.00
-18.00,32.00,6.00
-16.00,14.00,-12.00
0.00,10.00,36.00
-4.00,14.00,12.00
-22.00,22.00,18.00
-2.00,30.00,14.00
-22.00,42.00,18.00
-6.00,8.00,28.00
4.00,12.00,0.00
-4.00,20.00,18.00
-6.00,-8.00,10.00
-4.00,28.00,16.00
-12.00,24.00,-24.00
-8.00,12.00,22.00
-30.00,6.00,16.00
-14.00,20.00,38.00
-14.00,26.00,50.00
-6.00,28.00,32.00
6.00,18.00,14.00
-14.00,34.00,-4.00
-8.00,18.00,20.00
-6.00,28.00,32.00
-16.00,22.00,-10.00
-8.00,20.00,8.00
-12.00,8.00,44.00
4.00,26.00,12.00
-20.00,14.00,20.00
-18.00,20.00,-12.00
-6.00,20.00,30.00
-8.00,24.00,2.00
4.00,32.00,32.00
-18.00,10.00,40.00
-4.00,18.00,18.00
0.00,4.00,-8.00
0.00,28.00,16.00
-6.00,30.00,28.00
6.00,40.00,6.00
-8.00,26.00,18.00
-6.00,20.00,32.00
-8.00,16.00,22.00
8.00,32.00,30.00
-14.00,2.00,8.00
-8.00,18.00,28.00
0.00,0.00,14.00
-6.00,2.00,8.00
-12.00,0.00,18.00
-18.00,26.00,28.00
-8.00,8.00,-10.00
-22.00,12.00,2.00
-2.00,2.00,8.00
-22.00,16.00,4.00
-8.00,14.00,24.00
-28.00,22.00,30.00
-18.00,22.00,24.00
-4.00,22.00,22.00
-10.00,16.00,-10.00
-8.00,8.00,-6.00
4.00,-8.00,38.00
-2.00,22.00,24.00
6.00,-2.00,10.00
-4.00,20.00,22.00
-16.00,0.00,8.00
4.00,30.00,12.00
-8.00,28.00,24.00
-16.00,26.00,30.00
-10.00,20.00,24.00
2.00,10.00,4.00
-8.00,20.00,44.00
-12.00,12.00,44.00
-20.00,4.00,4.00
-18.00,30.00,22.00
-4.00,24.00,44.00
-6.00,10.00,4.00
-22.00,30.00,12.00
-24.00,18.00,32.00
-10.00,18.00,36.00
4.00,-2.00,4.00
-18.00,40.00,8.00
-4.00,34.00,32.00
-8.00,6.00,24.00
-10.00,28.00,12.00
-4.00,16.00,30.00
0.00,22.00,14.00
-6.00,26.00,26.00
-2.00,32.00,22.00
-4.00,32.00,10.00
-2.00,-2.00,38.00
2.00,20.00,10.00
0.00,28.00,22.00
-6.00,-6.00,24.00
0.00,18.00,16.00
-12.00,26.00,22.00
2.00,14.00,28.00
-24.00,10.00,32.00
-14.00,28.00,20.00
0.00,20.00,14.00
-12.00,30.00,36.00
-6.00,14.00,50.00
2.00,6.00,0.00
-20.00,20.00,26.00
-14.00,4.00,22.00
-22.00,30.00,18.00
-38.00,30.00,12.00
-2.00,50.00,32.00
-10.00,18.00,32.00
-6.00,28.00,10.00
4.00,22.00,12.00
-14.00,12.00,16.00
-12.00,12.00,46.00
-16.00,34.00,0.00
-4.00,34.00,46.00
-14.00,8.00,18.00
-26.00,16.00,18.00
-6.00,30.00,-4.00
6.00,20.00,44.00
-2.00,4.00,8.00
-20.00,40.00,34.00
-20.00,24.00,0.00
-14.00,20.00,34.00
-4.00,-2.00,22.00
-8.00,18.00,20.00
-14.00,18.00,18.00
-2.00,22.00,36.00
-14.00,12.00,18.00
-22.00,18.00,0.00
-16.00,34.00,10.00
-6.00,22.00,20.00
-12.00,6.00,-6.00
-18.00,18.00,28.00
-10.00,-6.00,16.00
-2.00,30.00,14.00
-20.00,20.00,-8.00
-8.00,32.00,26.00
-8.00,28.00,18.00
-2.00,26.00,12.00
4.00,34.00,10.00
-12.00,18.00,28.00
-10.00,20.00,24.00
-8.00,22.00,24.00
-28.00,26.00,14.00
8.00,32.00,28.00
-4.00,26.00,12.00
-2.00,26.00,18.00
-6.00,46.00,8.00
0.00,24.00,18.00
-24.00,14.00,4.00
-14.00,6.00,12.00
2.00,12.00,22.00
-20.00,-6.00,34.00
-4.00,16.00,12.00
-8.00,14.00,36.00
-10.00,18.00,26.00
-10.00,24.00,24.00
-28.00,28.00,26.00
-16.00,22.00,10.00
-12.00,22.00,38.00
-2.00,0.00,10.00
2.00,34.00,4.00
-12.00,30.00,18.00
12.00,30.00,10.00
-22.00,22.00,22.00
-14.00,10.00,-8.00
-32.00,0.00,6.00
8.00,16.00,40.00
-10.00,24.00,12.00
-18.00,2.00,16.00
-34.00,8.00,8.00
-6.00,22.00,24.00
-8.00,34.00,20.00
-4.00,24.00,20.00
-14.00,14.00,24.00
-14.00,26.00,6.00
-10.00,22.00,6.00
-32.00,-4.00,-2.00
0.00,20.00,32.00
2.00,28.00,22.00
-12.00,-2.00,10.00
-8.00,22.00,20.00
-10.00,2.00,10.00
-2.00,0.00,8.00
-2.00,34.00,14.00
-10.00,10.00,24.00
-12.00,26.00,8.00
-2.00,30.00,4.00
0.00,24.00,4.00
-18.00,28.00,18.00
-30.00,26.00,8.00
2.00,22.00,6.00
-18.00,36.00,0.00
-4.00,12.00,0.00
2.00,30.00,-4.00
-26.00,2.00,32.00
-6.00,36.00,-4.00
-6.00,36.00,10.00
-8.00,22.00,16.00
-14.00,-8.00,26.00
8.00,14.00,16.00
-28.00,10.00,14.00
4.00,26.00,12.00
-8.00,2.00,36.00
-6.00,0.00,-8.00
-10.00,6.00,22.00
-4.00,-2.00,10.00
-12.00,28.00,10.00
-2.00,28.00,26.00
-16.00,34.00,30.00
-16.00,0.00,-14.00
-20.00,0.00,24.00
2.00,18.00,28.00
0.00,28.00,30.00
-14.00,4.00,22.00
0.00,22.00,30.00
-18.00,14.00,-4.00
-20.00,8.00,26.00
-14.00,28.00,12.00
-12.00,38.00,16.00
-8.00,16.00,18.00
-22.00,28.00,14.00
-4.00,22.00,36.00
-2.00,-4.00,20.00
-28.00,8.00,30.00
-4.00,24.00,42.00
-16.00,18.00,4.00
-16.00,20.00,-2.00
-6.00,12.00,30.00
-12.00,24.00,24.00
-20.00,30.00,24.00
4.00,14.00,34.00
-18.00,-2.00,22.00
-4.00,18.00,8.00
4.00,22.00,32.00
-2.00,30.00,32.00
-14.00,2.00,30.00
2.00,24.00,14.00
-10.00,10.00,4.00
-12.00,2.00,-2.00
-8.00,28.00,34.00
-10.00,32.00,4.00
-26.00,2.00,36.00
0.00,16.00,14.00
-12.00,12.00,0.00
-8.00,26.00,4.00
-8.00,36.00,22.00
0.00,28.00,12.00
-14.00,22.00,8.00
-16.00,14.00,-14.00
0.00,4.00,40.00
-14.00,10.00,28.00
-14.00,30.00,16.00
-12.00,34.00,30.00
4.00,8.00,-4.00
-2.00,28.00,34.00
-12.00,6.00,18.00
-16.00,12.00,14.00
-10.00,34.00,38.00
-2.00,18.00,4.00
-20.00,-2.00,6.00
-20.00,32.00,26.00
-20.00,16.00,22.00
-12.00,16.00,22.00
8.00,20.00,24.00
-2.00,2.00,4.00
-10.00,30.00,8.00
-12.00,6.00,0.00
-30.00,24.00,4.00
6.00,6.00,28.00
0.00,38.00,40.00
-24.00,32.00,36.00
-18.00,-4.00,40.00
-12.00,20.00,18.00
-16.00,4.00,8.00
-22.00,8.00,36.00
2.00,20.00,36.00
-6.00,36.00,30.00
-4.00,28.00,54.00
-16.00,24.00,28.00
0.00,2.00,6.00
-6.00,18.00,34.00
-16.00,2.00,6.00
-18.00,4.00,72.00
-4.00,36.00,26.00
-6.00,8.00,0.00
-28.00,2.00,18.00
2.00,12.00,14.00
-16.00,32.00,32.00
-20.00,22.00,32.00
2.00,32.00,24.00
-22.00,4.00,22.00
-10.00,6.00,10.00
-16.00,30.00,28.00
-12.00,0.00,-12.00
0.00,-4.00,26.00
-12.00,12.00,18.00
4.00,30.00,26.00
-20.00,16.00,36.00
-16.00,16.00,18.00
-8.00,42.00,4.00
-14.00,18.00,18.00
-10.00,30.00,-12.00
-2.00,28.00,-2.00
-6.00,36.00,0.00
-10.00,30.00,20.00
-10.00,22.00,12.00
-24.00,16.00,14.00
-18.00,24.00,34.00
-8.00,16.00,-12.00
-30.00,-14.00,-8.00
-14.00,26.00,10.00
-6.00,8.00,14.00
-28.00,14.00,6.00
-4.00,4.00,8.00
-24.00,14.00,28.00
-10.00,14.00,10.00
-24.00,22.00,22.00
-16.00,10.00,0.00
-16.00,12.00,14.00
-4.00,18.00,12.00
-8.00,4.00,18.00
-6.00,34.00,24.00
2.00,36.00,8.00
-6.00,10.00,10.00
-30.00,14.00,22.00
6.00,-2.00,28.00
-10.00,32.00,18.00
-18.00,14.00,32.00
-14.00,32.00,10.00
-22.00,14.00,36.00
-18.00,0.00,36.00
-4.00,42.00,16.00
6.00,24.00,-20.00
-6.00,16.00,42.00
0.00,26.00,18.00
-20.00,10.00,20.00
-4.00,2.00,-4.00
-6.00,14.00,32.00
-22.00,16.00,16.00
-2.00,26.00,16.00
-10.00,44.00,8.00
-4.00,26.00,10.00
-10.00,8.00,18.00
-6.00,32.00,-12.00
-26.00,56.00,-24.00
